,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters
479,40.66085,-73.98537,105,28,101,1.06,1,167,2
480,40.80113,-73.94503,250,2,11,0.12,2,68,0
481,40.78569,-73.97581,175,65,11,0.12,1,358,2
482,40.82411,-73.94934,65,2,41,0.43,2,59,0
483,40.68131,-73.95332,75,2,87,1.09,1,0,0
484,40.85811,-73.90675,37,4,117,1.21,1,232,2
485,40.70667,-73.96524,85,2,86,0.89,2,15,0
486,40.60452,-73.97103,106,7,0,0.0,2,0,0
487,40.7932,-73.94007,79,2,15,0.16,1,0,0
488,40.68768,-73.97611,85,2,35,0.55,2,161,2
489,40.80224,-73.94558,170,2,17,0.18,2,88,0
490,40.71473,-73.98842,115,3,3,0.04,2,337,2
491,40.80518,-73.95359,89,5,43,0.47,2,247,2
492,40.80827,-73.95329,49,3,168,4.6,1,248,2
493,40.72901,-73.95812,91,3,241,2.49,1,287,2
494,40.73476,-73.98452,400,2,105,1.13,1,304,2
495,40.69055,-73.92357,150,2,11,0.46,1,0,0
496,40.7735,-73.98697,2000,30,30,0.33,11,0,3
497,40.67505,-73.95969,97,3,31,0.32,1,193,2
498,40.72974,-73.98201,100,4,49,0.51,2,43,0
499,40.70925,-73.95425,179,4,23,0.24,1,25,0
500,40.72315,-73.95226,500,2,20,0.21,2,127,2
501,40.73939,-73.99612,429,10,18,0.9,1,0,0
502,40.74112,-73.97686,189,6,90,0.95,1,303,2
503,40.72019,-73.98217,120,2,99,1.04,1,345,2
504,40.72133,-73.99666,300,1,6,0.06,3,115,0
505,40.75744,-73.92163,107,30,21,0.22,8,200,2
506,40.75695,-73.9202,95,30,24,0.26,8,271,2
507,40.8296,-73.94651,199,2,111,1.17,1,12,0
508,40.79056,-73.9468,120,2,86,0.91,1,268,2
509,40.73631,-73.99977,199,15,66,0.69,2,89,0
510,40.86466,-73.85709,125,2,271,2.84,2,347,2
511,40.71312,-73.96199,70,2,227,2.4,1,37,0
512,40.71297,-73.94336,75,4,80,1.55,1,0,0
513,40.73712,-74.00166,100,30,5,0.07,1,359,2
514,40.69242,-73.95097,99,2,187,1.97,2,287,2
515,40.73862,-73.99758,250,1,2,0.02,1,0,0
516,40.7158,-73.95803,350,6,1,0.02,1,233,2
517,40.68262,-73.97299,170,3,67,0.7,1,129,0
518,40.73217,-73.98801,165,1,63,0.68,1,0,0
519,40.76311,-73.99388,99,1,89,1.0,1,353,2
520,40.74695,-74.00454,255,4,1,0.02,1,365,2
521,40.67497,-73.87305,169,3,177,1.86,1,297,2
522,40.66788,-73.94813,99,4,90,0.94,1,56,0
523,40.76684,-73.95944,169,7,39,0.41,1,44,0
524,40.68967,-73.95445,160,3,42,0.44,1,355,2
525,40.67946,-73.96501,215,3,33,0.35,1,156,2
526,40.66944,-73.98083,130,3,179,2.02,1,273,2
527,40.72566,-73.97748,110,3,81,0.85,2,274,2
528,40.7709,-73.99181,150,28,43,0.45,2,258,2
529,40.71943,-73.95958,65,30,52,0.54,1,276,2
530,40.74249,-73.92466,75,2,160,1.68,1,65,0
531,40.74033,-74.00024,149,6,23,0.27,2,0,0
532,40.7969,-73.96128,89,6,35,0.37,1,180,2
533,40.83403,-73.94553,50,1,225,2.35,1,343,2
534,40.65513,-73.95641,43,1,401,6.62,2,43,0
535,40.65589,-73.95539,42,1,72,0.84,2,96,0
536,40.70275,-73.94501,85,1,46,0.97,1,59,0
537,40.68897,-73.93569,139,3,83,1.19,1,255,2
538,40.67617,-73.98136,105,1,211,2.21,2,252,2
539,40.67595,-73.98053,265,5,15,0.16,1,0,0
540,40.76415,-73.99067,149,1,122,1.29,1,20,0
541,40.83127,-73.94718,68,2,295,3.9,2,188,2
542,40.68497,-73.95592,99,3,207,2.18,1,304,2
543,40.82922,-73.94174,75,3,50,0.65,2,38,0
544,40.71137,-73.94362,100,2,273,2.85,1,254,2
545,40.76739,-73.9557,90,1,0,0.0,1,0,0
546,40.73089,-73.98195,160,30,25,0.26,1,46,0
547,40.6755,-73.97859,190,4,105,1.62,1,328,2
548,40.68812,-73.94934,67,4,72,0.76,3,0,0
549,40.7694,-73.9572,190,1,8,0.08,1,0,0
550,40.68634,-73.96161,248,2,58,0.61,6,199,2
551,40.7093,-73.9497,100,6,8,0.09,1,249,2
552,40.713,-73.99752,95,3,172,1.84,2,64,0
553,40.75895,-73.9883,150,1,330,7.14,1,111,0
554,40.68186,-73.94113,145,3,123,1.29,1,287,2
555,40.68364,-73.91076,41,2,55,0.59,1,286,2
556,40.71893,-73.9428,120,4,87,0.99,1,263,2
557,40.82802,-73.92039,50,3,258,2.7,2,276,2
558,40.68765,-73.97073,157,2,4,0.18,1,0,0
559,40.71413,-73.96596,195,14,31,0.33,1,263,2
560,40.58422,-73.94079,70,4,128,1.34,2,90,0
561,40.71973,-73.95582,185,3,14,0.15,1,0,0
562,40.69025,-73.93323,145,3,30,0.32,3,11,0
563,40.73826,-73.92458,50,28,258,2.9,1,287,2
564,40.73049,-73.96115,185,3,228,2.39,3,1,0
565,40.72956,-73.97903,250,1,60,0.65,1,0,0
566,40.73854,-74.00821,80,90,9,0.2,1,338,2
567,40.75877,-73.98863,230,2,179,1.88,1,44,0
568,40.67688,-73.9859,100,7,9,0.1,1,0,0
569,40.70051,-73.92204,40,1,1,0.37,1,5,0
570,40.71712,-73.98898,200,30,25,0.49,1,0,0
571,40.60742,-74.14388,80,2,2,0.05,1,158,0
572,40.68741,-73.95741,79,3,152,1.6,3,192,2
573,40.75627,-73.9211,95,30,24,0.25,8,358,2
574,40.79816,-73.9619,300,2,45,0.47,3,31,0
575,40.61927,-74.0307,100,30,7,0.08,1,241,2
576,40.8078,-73.95208,80,7,19,0.35,1,285,2
577,40.61922,-73.99399,110,1,24,0.26,1,183,2
578,40.68275,-73.96148,172,4,8,0.09,2,189,2
579,40.71813,-73.98416,199,1,29,0.31,2,162,2
580,40.71892,-73.98401,199,1,14,0.15,2,158,2
581,40.816,-73.95545,100,1,33,0.38,1,84,0
582,40.82748,-73.95153,55,4,99,1.04,1,260,2
583,40.68634,-73.95088,75,3,59,0.62,3,0,0
584,40.72229,-73.97901,146,3,142,1.5,1,166,2
585,40.72956,-73.99287,250,2,0,0.0,1,0,0
586,40.72595,-73.95298,116,29,22,0.23,1,335,2
587,40.71193,-74.00817,150,3,82,0.87,2,90,0
588,40.68012,-73.97847,120,2,23,0.24,6,342,2
589,40.74233,-73.99865,199,4,32,0.34,1,28,0
590,40.67424,-73.96665,150,5,24,0.25,1,363,2
591,40.80486,-73.95298,69,1,59,0.63,2,86,0
592,40.80307,-73.95048,300,55,6,0.08,2,83,0
593,40.68653,-73.98562,230,4,18,0.21,1,0,0
594,40.74267,-73.98569,125,4,3,0.03,1,0,0
595,40.68749,-73.95494,79,3,115,1.21,3,264,2
596,40.68645,-73.97538,130,3,154,1.63,2,305,2
597,40.68999,-73.96711,239,1,164,1.73,11,356,2
598,40.61077,-74.06824,75,6,76,0.8,1,278,2
599,40.71126,-73.94576,220,3,116,1.23,2,135,0
600,40.67855,-73.94949,80,3,234,2.47,4,308,2
601,40.72416,-73.9853,288,2,120,1.27,1,229,2
602,40.68516,-73.92521,135,4,82,0.87,1,273,2
603,40.73507,-74.00048,225,3,13,0.15,1,83,0
604,40.71611,-73.99828,110,30,59,0.64,1,281,2
605,40.67964,-73.93946,100,7,63,1.87,1,321,2
606,40.76189,-73.99,130,2,52,0.55,1,303,2
607,40.72645,-73.98035,89,1,278,2.95,3,192,2
608,40.66293,-73.99833,200,5,1,0.01,1,0,0
609,40.69046,-73.95167,80,2,35,0.4,1,36,0
610,40.83001,-73.92158,50,5,235,2.49,2,271,2
611,40.79239,-73.94535,135,28,115,1.21,2,341,2
612,40.72709,-73.98274,90,1,109,1.15,1,333,2
613,40.72599,-74.00168,270,5,1,0.01,1,210,2
614,40.68309,-73.94219,110,3,305,3.24,1,231,2
615,40.79442,-73.93433,145,1,102,1.52,1,308,2
616,40.76166,-73.99675,179,30,83,0.88,1,292,2
617,40.70163,-73.90867,55,1,19,0.25,1,311,2
618,40.75575,-73.96842,110,2,61,0.65,1,264,2
619,40.80903,-73.94197,325,5,89,0.94,1,153,2
620,40.74581,-73.95295,75,30,65,0.74,3,219,2
621,40.66414,-73.98574,300,1,40,0.44,1,0,0
622,40.74,-74.00381,130,30,80,0.86,2,332,2
623,40.75348,-73.97065,190,30,136,1.45,1,120,0
624,40.72066,-73.98506,200,3,100,1.06,1,191,2
625,40.71746,-73.95497,180,2,125,1.36,3,248,2
626,40.70257,-73.9847,350,5,40,0.5,1,67,0
627,40.72264,-73.9837,160,4,0,0.0,1,0,0
628,40.73833,-73.98186,195,30,139,1.59,4,325,2
629,40.73268,-73.99255,241,30,0,0.0,1,249,2
630,40.71892,-73.99628,300,7,2,0.03,1,0,0
631,40.77679,-73.91687,75,28,49,0.53,1,313,2
632,40.71693,-73.98948,100,5,8,0.11,1,0,0
633,40.73685,-73.98359,399,1,0,0.0,1,12,0
634,40.68501,-73.97019,85,5,124,1.32,1,69,0
635,40.66068,-73.96003,80,21,5,0.12,1,0,0
636,40.67722,-73.96542,55,1,147,1.57,1,293,2
637,40.68975,-73.96703,438,1,43,0.46,11,363,2
638,40.69221,-73.95866,110,6,8,0.33,1,4,0
639,40.72969,-74.00635,200,2,37,0.39,1,257,2
640,40.6893,-73.96602,279,1,120,1.28,11,362,2
641,40.70832,-73.94157,137,1,24,0.29,1,0,0
642,40.68016,-73.94878,280,3,5,0.05,1,365,2
643,40.70875,-73.95508,199,30,242,2.59,1,102,0
644,40.85888,-73.92886,71,4,229,2.45,1,26,0
645,40.8679,-73.90023,42,2,108,1.36,2,302,2
646,40.6889,-73.95383,180,2,181,1.92,1,280,2
647,40.75127,-73.99637,226,5,34,0.39,1,302,2
648,40.67607,-73.94421,85,3,5,0.05,1,281,2
649,40.73834,-73.9823,135,1,5,0.06,1,0,0
650,40.7347,-73.88066,79,4,60,0.64,2,297,2
651,40.71876,-73.98851,154,1,238,2.59,1,246,2
652,40.73787,-73.95385,199,3,34,0.37,28,60,0
653,40.73066,-74.00287,700,3,131,1.4,4,296,3
654,40.73291,-74.00059,246,4,6,0.16,1,0,0
655,40.85099,-73.92822,125,60,4,0.06,1,364,2
656,40.68707,-73.91918,100,1,7,0.08,4,281,2
657,40.7184,-73.96019,295,5,125,3.04,1,0,0
658,40.67495,-73.95563,150,3,0,0.0,1,0,0
659,40.71582,-73.99902,119,1,49,0.58,1,0,0
660,40.81068,-73.94288,125,1,11,0.12,2,365,2
661,40.81122,-73.94279,400,5,0,0.0,2,365,2
662,40.73129,-73.99944,850,3,107,1.15,1,249,3
663,40.71628,-73.95737,129,2,241,2.6,1,303,2
664,40.78558,-73.9726,140,1,176,1.89,1,300,2
665,40.7146,-73.991,115,4,151,1.63,2,323,2
666,40.79493,-73.94462,200,3,49,0.53,2,0,0
667,40.6623,-73.99049,96,120,13,0.14,1,204,2
668,40.73693,-73.95284,199,3,33,0.47,28,60,0
669,40.73641,-73.9533,199,3,24,0.32,28,84,0
670,40.73794,-73.95254,199,3,59,0.66,28,60,0
671,40.58147,-73.96726,69,1,2,0.04,1,303,2
672,40.79771,-73.96323,185,2,16,0.23,1,261,2
673,40.81512,-73.94692,81,2,72,0.77,1,0,0
674,40.7373,-73.95323,199,3,24,0.26,28,60,0
675,40.73708,-73.95271,199,3,23,0.26,28,60,0
676,40.73652,-73.95236,199,3,43,0.47,28,60,0
677,40.73693,-73.95316,199,3,30,0.32,28,56,0
678,40.73784,-73.95324,199,3,39,0.44,28,84,0
679,40.73674,-73.95247,349,3,8,0.09,28,58,0
680,40.73783,-73.95259,249,3,3,0.03,28,60,0
681,40.73714,-73.95296,299,3,6,0.1,28,60,0
682,40.73731,-73.9545,179,3,4,0.05,28,81,0
683,40.74965,-73.89344,54,5,56,0.66,3,365,2
684,40.73793,-73.95316,599,3,7,0.08,28,60,3
685,40.68197,-73.96549,110,1,2,0.03,1,0,0
686,40.70271,-73.91566,220,2,178,2.69,1,297,2
687,40.7116,-73.9529,89,30,30,0.8,1,91,0
688,40.69241,-73.94885,170,2,190,2.04,1,315,2
689,40.72004,-73.99424,495,7,25,0.27,2,338,2
690,40.74511,-73.92398,80,10,81,0.98,2,40,0
691,40.74599,-74.00253,760,2,7,0.08,1,361,3
692,40.68946,-73.99385,98,4,216,2.31,1,288,2
693,40.68226,-73.95473,125,30,31,0.33,1,218,2
694,40.67855,-73.8896,48,90,53,0.57,2,1,0
695,40.71408,-73.9489,64,3,247,2.65,2,117,0
696,40.68618,-73.96144,154,3,233,2.5,1,0,0
697,40.67379,-73.98454,139,3,135,1.45,1,204,2
698,40.70554,-73.76637,75,4,20,0.23,1,0,0
699,40.74031,-74.00532,325,4,46,0.5,1,20,0
700,40.74618,-74.00392,195,365,10,0.12,1,0,0
701,40.81872,-73.94567,58,1,143,2.83,1,0,0
702,40.59251,-74.06479,250,2,21,0.26,4,333,2
703,40.59101,-74.06685,50,7,0,0.0,4,189,2
704,40.59262,-74.06659,125,2,8,0.09,4,353,2
705,40.69142,-73.97203,70,7,4,0.05,2,0,0
706,40.76928,-73.95021,189,2,314,3.45,2,206,2
707,40.68338,-73.95289,130,3,18,0.25,1,1,0
708,40.72953,-74.00462,145,7,11,0.12,1,0,0
709,40.70523,-74.01345,101,7,51,0.55,1,307,2
710,40.74025,-74.00161,95,5,20,0.33,1,0,0
711,40.73378,-74.00429,375,7,8,0.12,1,0,0
712,40.72087,-73.99022,153,31,59,0.63,1,27,0
713,40.64468,-73.94219,92,4,54,0.62,1,27,0
714,40.7193,-73.98966,80,5,10,0.46,1,348,2
715,40.73312,-74.0042,300,4,153,1.66,4,246,2
716,40.69778,-73.97676,145,3,110,1.2,1,15,0
717,40.72534,-73.98591,88,2,69,0.91,2,0,0
718,40.82151,-73.94516,155,1,1,0.18,1,5,0
719,40.72059,-73.9567,185,180,24,0.26,1,0,0
720,40.74558,-73.92324,73,2,95,1.02,2,0,0
721,40.79433,-73.9765,225,2,129,1.41,1,107,0
722,40.81055,-73.95549,85,7,171,1.84,2,144,0
723,40.6711,-73.95231,99,2,20,0.59,1,98,0
724,40.67962,-73.88928,48,90,17,0.27,2,0,0
725,40.76217,-73.98411,200,5,8,0.09,1,0,0
726,40.76128,-73.96463,485,7,11,0.12,1,0,0
727,40.72313,-73.99438,310,5,5,0.09,1,89,0
728,40.7177,-73.95576,110,4,0,0.0,1,354,2
729,40.78448,-73.97289,109,30,36,0.39,5,286,2
730,40.78304,-73.97447,167,30,16,0.17,5,252,2
731,40.68737,-73.97125,147,15,5,0.12,1,189,2
732,40.74139,-74.0005,220,4,0,0.0,1,0,0
733,40.71992,-73.98773,195,4,68,0.77,1,271,2
734,40.71905,-73.99677,199,28,89,0.99,1,0,0
735,40.70741,-74.00102,65,30,10,1.02,1,0,0
736,40.73349,-73.86009,55,1,38,0.85,1,0,0
737,40.89557,-73.8447,50,2,15,0.17,1,337,2
738,40.64277,-73.97296,60,2,20,0.42,1,347,2
739,40.79111,-73.94466,99,3,25,0.96,2,127,0
740,40.79951,-73.95257,130,2,35,0.42,1,41,0
741,40.71647,-73.93974,290,30,1,0.01,1,0,0
742,40.75114,-74.00195,350,3,64,0.7,1,18,0
743,40.66431,-73.93216,50,3,26,0.33,1,158,0
744,40.74579,-73.95012,96,2,244,2.74,1,270,2
745,40.70278,-73.92673,45,15,21,0.29,3,88,0
746,40.74409,-73.91122,85,2,270,2.95,2,306,2
747,40.68812,-73.93254,34,10,16,0.19,3,216,2
748,40.72454,-73.99151,250,3,24,0.26,1,16,0
749,40.71073,-73.96207,190,1,30,0.33,2,365,2
750,40.71028,-73.96128,75,2,5,0.06,2,365,2
751,40.65772,-73.96131,93,4,115,1.25,1,312,2
752,40.68884,-73.95059,60,5,9,0.19,2,33,0
753,40.6865,-73.95372,65,5,45,0.52,2,0,0
754,40.75282,-73.97315,125,365,19,0.21,1,365,2
755,40.76373,-73.96897,300,3,5,0.08,1,27,0
756,40.73388,-73.99452,150,2,203,2.22,1,300,2
757,40.85774,-73.92901,56,122,20,0.41,1,216,2
758,40.72257,-73.98465,299,3,49,0.53,1,365,2
759,40.72723,-73.95728,60,4,6,0.07,1,303,2
760,40.69135,-73.97321,88,5,7,0.08,1,0,0
761,40.70513,-73.95505,60,2,35,0.38,2,161,2
762,40.73301,-74.00268,1300,5,28,0.31,4,297,3
763,40.79793,-73.93612,200,6,0,0.0,1,0,0
764,40.80285,-73.95166,99,2,54,0.88,1,50,0
765,40.70642,-73.91665,110,3,115,1.75,2,28,0
766,40.68156,-73.96537,135,5,6,0.13,1,317,2
767,40.77368,-73.95198,110,15,1,0.02,1,275,2
768,40.68631,-73.93702,165,3,204,2.31,1,80,0
769,40.65992,-73.99042,127,180,1,0.03,1,365,2
770,40.67847,-73.97038,402,3,89,0.97,1,340,2
771,40.81371,-73.95585,85,6,130,1.42,2,97,0
772,40.72868,-73.95835,75,7,15,0.25,3,365,2
773,40.73168,-73.98662,139,30,52,0.6,1,314,2
774,40.65689,-73.9533,70,6,58,0.63,1,0,0
775,40.7928,-73.93967,50,3,208,2.32,1,339,2
776,40.77117,-73.91905,30,5,3,0.03,1,0,0
777,40.73729,-74.00807,250,30,7,0.08,1,35,0
778,40.66984,-73.95141,64,1,1,0.04,1,0,0
779,40.82977,-73.94071,300,3,2,0.06,1,365,2
780,40.68492,-73.95489,800,4,122,1.37,1,257,3
781,40.68255,-73.91957,100,3,63,0.72,2,5,0
782,40.67392,-73.94662,250,5,26,0.28,1,0,0
783,40.73879,-74.00425,200,27,1,0.01,1,0,0
784,40.73321,-73.95587,140,5,14,0.16,1,0,0
785,40.80671,-73.95082,130,1,107,2.38,1,304,2
786,40.6433,-73.97386,90,30,3,0.05,1,286,2
787,40.71601,-73.99123,90,3,107,1.17,1,0,0
788,40.68106,-73.9292,97,3,29,1.57,1,118,0
789,40.68131,-73.98879,91,6,69,0.76,1,265,2
790,40.67264,-73.98136,125,3,232,2.52,1,303,2
791,40.67889,-73.86404,75,7,0,0.0,1,0,0
792,40.7241,-73.97899,180,7,24,0.26,2,125,0
793,40.70766,-73.95191,300,7,0,0.0,2,354,2
794,40.71422,-73.9484,100,19,5,0.06,2,6,0
795,40.76001,-73.99133,175,3,10,0.23,1,0,0
796,40.66441,-73.97974,65,4,36,0.47,2,80,0
797,40.73362,-74.00923,240,5,94,1.1,1,134,0
798,40.73119,-73.98819,300,6,1,0.01,1,0,0
799,40.74494,-73.9998,385,1,63,0.71,1,364,2
800,40.69657,-73.9129,47,15,5,0.06,1,0,0
801,40.67106,-73.95463,110,3,238,2.6,1,297,2
802,40.80748,-73.95589,75,2,101,1.1,1,0,0
803,40.68991,-73.93179,100,3,21,0.23,3,43,0
804,40.76147,-73.99152,165,2,72,0.82,1,10,0
805,40.68174,-73.91921,300,2,40,0.68,1,0,0
806,40.68538,-74.00056,140,3,103,1.13,1,189,2
807,40.70839,-73.94289,120,6,66,0.72,2,17,0
808,40.69018,-73.98107,175,3,35,0.4,1,289,2
809,40.68128,-73.99522,275,31,121,1.33,1,305,2
810,40.72948,-73.98694,179,8,15,0.19,1,0,0
811,40.68353,-73.9914,189,2,13,0.18,1,0,0
812,40.72506,-73.98865,219,2,129,1.42,1,220,2
813,40.72891,-74.00293,450,20,157,1.71,1,0,0
814,40.7253,-73.99916,249,5,8,0.11,1,0,0
815,40.75295,-73.93228,65,2,5,0.06,1,362,2
816,40.71947,-73.95252,250,4,46,0.52,1,121,0
817,40.71283,-73.99703,139,30,37,0.41,1,153,2
818,40.77338,-73.98887,209,7,14,0.16,1,205,2
819,40.67385,-73.94405,120,5,37,0.45,1,310,2
820,40.76856,-73.91828,70,5,1,0.03,1,0,0
821,40.73908,-74.00378,90,3,209,2.38,1,236,2
822,40.7625,-73.9869,199,3,4,0.07,1,200,2
823,40.69755,-73.91187,50,60,17,0.19,2,74,0
824,40.67335,-73.96,100,5,0,0.0,1,0,0
825,40.80497,-73.95146,110,1,0,0.0,1,0,0
826,40.70736,-73.94331,157,4,54,0.66,2,12,0
827,40.73683,-73.9543,199,3,43,0.49,28,84,0
828,40.76444,-73.92607,192,3,7,0.08,1,0,0
829,40.7389,-73.95395,199,3,75,0.93,28,84,0
830,40.77611,-73.97808,150,1,88,0.99,1,0,0
831,40.73806,-73.95462,199,3,73,0.84,28,56,0
832,40.73661,-73.95479,199,3,89,1.06,28,62,0
833,40.73857,-73.95435,199,3,23,0.26,28,81,0
834,40.711,-73.96225,105,3,11,0.16,1,0,0
835,40.70686,-73.95365,135,28,84,1.12,6,310,2
836,40.73857,-73.95299,199,3,54,0.61,28,60,0
837,40.71095,-73.95239,125,3,17,0.19,1,0,0
838,40.70918,-73.94881,60,7,1,0.02,2,0,0
839,40.71685,-73.96573,85,1,73,0.89,1,0,0
840,40.7909,-73.96762,300,3,36,0.47,1,29,0
841,40.71143,-73.94159,75,2,98,1.07,2,264,2
842,40.737,-73.87444,55,1,63,0.89,2,341,2
843,40.66469,-73.96091,44,5,2,0.09,1,0,0
844,40.68855,-73.95405,55,5,18,0.2,3,0,0
845,40.71653,-73.95554,30,3,24,0.28,3,0,0
846,40.69309,-73.97074,35,3,1,0.07,1,0,0
847,40.70638,-73.96627,70,1,2,0.05,1,363,2
848,40.71629,-73.95786,130,14,23,0.25,1,25,0
849,40.68622,-73.94675,52,2,93,1.12,4,0,0
850,40.71635,-73.94609,75,3,0,0.0,1,358,2
851,40.77272,-73.95307,190,3,0,0.0,2,0,0
852,40.72509,-74.00304,250,5,152,1.69,1,109,0
853,40.66795,-73.89232,100,1,119,1.39,2,289,2
854,40.72582,-73.95843,130,4,9,0.1,1,188,2
855,40.80637,-73.95433,140,2,44,0.49,1,260,2
856,40.64387,-73.96855,75,2,158,1.77,1,168,2
857,40.7968,-73.93611,150,7,12,0.14,1,0,0
858,40.79596,-73.94463,90,3,51,0.57,1,311,2
859,40.78012,-73.98439,295,1,0,0.0,1,146,2
860,40.77508,-73.9799,150,2,11,0.13,1,2,0
861,40.71532,-73.96064,180,3,236,2.74,2,242,2
862,40.68786,-73.97421,135,3,16,0.18,1,0,0
863,40.70793,-73.91987,65,5,123,1.42,1,46,0
864,40.79044,-73.97513,99,3,14,0.22,1,365,2
865,40.72668,-73.95762,149,14,65,0.73,1,364,2
866,40.62318,-74.07848,59,1,50,0.56,1,352,2
867,40.82286,-73.94596,75,3,33,0.39,3,301,2
868,40.82451,-73.94457,75,3,30,0.35,3,322,2
869,40.69348,-73.95927,75,3,13,0.15,1,298,2
870,40.78443,-73.97399,109,30,18,0.2,5,285,2
871,40.67679,-73.95639,225,4,1,0.01,1,342,2
872,40.79107,-73.94381,86,3,216,2.44,1,250,2
873,40.70215,-73.91139,52,2,98,1.09,1,326,2
874,40.67339,-73.96519,100,2,61,0.86,1,90,0
875,40.72209,-73.99274,99,30,13,0.34,9,289,2
876,40.73171,-73.98717,89,3,136,1.52,1,193,2
877,40.69213,-73.951,135,2,39,0.47,2,293,2
878,40.73237,-74.00608,199,14,65,0.73,1,155,2
879,40.64354,-73.97777,89,3,62,0.71,1,189,2
880,40.80343,-73.9531,110,3,47,0.57,1,248,2
881,40.70462,-73.9228,120,2,42,0.48,1,238,2
882,40.71394,-73.96267,59,3,207,2.29,2,284,2
883,40.6339,-74.02035,49,4,72,0.81,2,343,2
884,40.73028,-73.95927,79,14,22,0.25,1,268,2
885,40.8076,-73.94433,135,30,25,0.28,1,249,2
886,40.66485,-73.98343,185,2,215,2.42,1,291,2
887,40.71279,-73.95852,225,4,26,0.73,1,0,0
888,40.73294,-73.98282,245,5,18,0.21,1,0,0
889,40.83456,-73.9457,115,3,18,0.21,1,31,0
890,40.72091,-73.95814,325,2,320,3.6,1,0,0
891,40.71819,-73.95414,95,2,160,1.8,2,79,0
892,40.73887,-74.00342,120,2,78,1.22,1,0,0
893,40.77892,-73.98238,499,30,64,0.72,1,157,2
894,40.71336,-73.96192,75,2,219,2.44,2,277,2
895,40.77688,-73.96177,109,1,66,0.94,1,353,2
896,40.71368,-73.94478,160,3,25,0.29,1,0,0
897,40.7761,-73.95265,219,4,102,1.15,2,280,2
898,40.77471,-73.95574,159,2,32,0.47,1,7,0
899,40.68625,-73.96446,180,3,15,0.18,6,266,2
900,40.725,-73.98851,150,5,1,0.02,1,0,0
901,40.74016,-73.97665,106,3,12,0.14,1,271,2
902,40.75023,-73.98293,299,10,19,0.27,1,101,0
903,40.78867,-73.96809,179,3,297,3.37,1,205,2
904,40.66604,-73.95914,165,3,12,0.13,1,343,2
905,40.63593,-73.96076,500,4,9,0.11,1,0,0
906,40.71638,-73.99167,250,15,9,0.1,1,190,2
907,40.86658,-73.92558,87,7,46,0.62,2,310,2
908,40.71179,-73.96449,79,4,42,0.47,2,52,0
909,40.76186,-73.99165,75,2,118,2.11,3,312,2
910,40.71417,-73.95917,200,30,53,0.6,1,0,0
911,40.82772,-73.93877,80,1,15,0.21,1,329,2
912,40.63602,-73.94607,115,3,64,0.72,4,333,2
913,40.63759,-73.9459,115,3,51,0.58,4,327,2
914,40.63611,-73.94637,120,3,79,0.88,4,349,2
915,40.803,-73.95278,125,3,202,2.29,1,217,2
916,40.79526,-73.9655,387,1,23,0.63,1,0,0
917,40.75763,-73.99482,95,6,62,0.76,2,80,0
918,40.77577,-73.98258,99,2,36,0.45,1,0,0
919,40.77631,-73.95289,121,1,16,0.19,2,351,2
920,40.76774,-73.9892,350,4,24,0.27,1,362,2
921,40.81169,-73.94355,75,2,77,0.88,2,144,0
922,40.75782,-73.99349,95,5,110,1.27,2,43,0
923,40.83177,-73.95,89,1,56,0.64,1,365,2
924,40.73104,-74.00879,195,1,7,0.08,1,129,0
925,40.74253,-73.9916,160,21,0,0.0,1,0,0
926,40.64372,-74.02066,70,18,19,0.22,1,0,0
927,40.72886,-74.00013,100,3,7,0.09,1,0,0
928,40.71868,-73.99017,140,1,53,0.6,1,0,0
929,40.72143,-73.98117,189,3,265,2.99,2,355,2
930,40.71682,-73.96369,160,5,0,0.0,1,0,0
931,40.67725,-73.9821,178,30,8,0.1,1,280,2
932,40.66888,-73.95292,145,14,46,0.52,1,38,0
933,40.67188,-73.97533,125,5,6,0.08,1,31,0
934,40.74964,-73.99158,265,4,75,0.86,1,324,2
935,40.65846,-73.95057,77,5,11,0.13,3,365,2
936,40.78164,-73.94717,60,3,5,1.47,9,0,0
937,40.71515,-73.99029,129,3,132,1.49,1,171,2
938,40.72986,-73.97913,199,6,41,0.47,1,36,0
939,40.66039,-73.95937,92,7,34,0.39,1,332,2
940,40.66898,-73.9571,185,3,34,0.39,1,0,0
941,40.75407,-73.96713,110,7,27,0.31,1,192,2
942,40.70712,-73.94013,65,4,30,0.34,1,139,0
943,40.74553,-73.98943,135,3,214,2.45,2,167,2
944,40.77584,-73.9502,115,30,12,0.14,1,0,0
945,40.79967,-73.95156,175,2,6,0.09,4,10,0
946,40.80142,-73.96931,3000,7,0,0.0,1,365,3
947,40.70507,-73.9353,72,3,156,1.8,1,110,0
948,40.67962,-73.97655,80,2,30,0.74,1,0,0
949,40.66847,-73.94875,125,5,1,0.02,1,0,0
950,40.7376,-73.95678,120,5,3,0.09,1,242,2
951,40.71148,-73.95573,94,2,272,3.18,3,22,0
952,40.67425,-73.96514,56,3,63,0.82,1,0,0
953,40.72899,-73.97792,549,30,58,0.66,1,200,2
954,40.72488,-73.94013,190,2,5,0.1,1,0,0
955,40.72212,-73.95696,129,3,63,0.71,2,87,0
956,40.68534,-73.93433,85,5,268,3.04,2,202,2
957,40.62109,-74.16534,20,3,80,0.92,1,226,2
958,40.78161,-73.97898,145,3,22,0.25,1,0,0
959,40.75643,-73.99046,200,7,13,0.15,1,327,2
